mal_id,korean_name,english_name,japaneses_name,production_company,genre,themes,demographics,special,animelist_url,rating,alternate_titles,small_image_url,large_image_url,image_url,trailer_url,score,scored_by,members,year,season,favorites,episodes,anime_type,source,check_sum
22147,아마기 브릴리언트 파크,Amagi Brilliant Park,甘城ブリリアントパーク,Kyoto Animation,"Comedy, Fantasy",Workplace,,,https://myanimelist.net/anime/22147/Amagi_Brilliant_Park,PG-13 - Teens 13 or older,"아마기 브릴리언트 파크,amagi brilliant park,甘城ブリリアントパーク",https://cdn.myanimelist.net/images/anime/5/85435t.jpg,https://cdn.myanimelist.net/images/anime/5/85435l.jpg,https://cdn.myanimelist.net/images/anime/5/85435.jpg,https://www.youtube.com/watch?v=ylxiq33nd-A,7.46,357640,670003,2014,fall,2715,13,TV,Light novel,Amagi Brilliant Park
384,간츠,GANTZ,ガンツ,Gonzo,"Action, Drama, Horror, Sci-Fi, Supernatural, Suspense","Gore, High Stakes Game, Psychological, Survival",Seinen,,https://myanimelist.net/anime/384/Gantz,R+ - Mild Nudity,"간츠,gantz,ガンツ",https://cdn.myanimelist.net/images/anime/13/5998t.jpg,https://cdn.myanimelist.net/images/anime/13/5998l.jpg,https://cdn.myanimelist.net/images/anime/13/5998.jpg,,6.98,182537,365948,2004,spring,2431,13,TV,Manga,Gantz
29786,야한 이야기라는 개념이 존재하지 않는 지루한 세계,Shimoneta: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,下ネタという概念が存在しない退屈な世界,J.C.Staff,"Comedy, Ecchi","Gag Humor, School",,,https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai,R+ - Mild Nudity,"야한 이야기라는 개념이 존재하지 않는 지루한 세계,shimoneta a boring world where the concept of dirty jokes doesnt exist,下ネタという概念が存在しない退屈な世界",https://cdn.myanimelist.net/images/anime/6/75106t.jpg,https://cdn.myanimelist.net/images/anime/6/75106l.jpg,https://cdn.myanimelist.net/images/anime/6/75106.jpg,https://www.youtube.com/watch?v=k4sLMxdbnSo,7.22,447838,827665,2015,summer,3957,12,TV,Light novel,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai
22835,히메고토,Himegoto,ひめゴト,Asahi Production,"Comedy, Ecchi","Crossdressing, School",Shounen,,https://myanimelist.net/anime/22835/Himegoto,PG-13 - Teens 13 or older,"히메고토,himegoto,ひめゴト",https://cdn.myanimelist.net/images/anime/8/75226t.jpg,https://cdn.myanimelist.net/images/anime/8/75226l.jpg,https://cdn.myanimelist.net/images/anime/8/75226.jpg,https://www.youtube.com/watch?v=LmGILOCr06g,5.88,60588,127319,2014,summer,357,13,TV,4-koma manga,Himegoto
11759,엑셀월드,Accel World,アクセル・ワールド,Sunrise,"Action, Romance, Sci-Fi","School, Video Game",,,https://myanimelist.net/anime/11759/Accel_World,PG-13 - Teens 13 or older,"엑셀월드,accel world,アクセル・ワールド",https://cdn.myanimelist.net/images/anime/1002/135430t.jpg,https://cdn.myanimelist.net/images/anime/1002/135430l.jpg,https://cdn.myanimelist.net/images/anime/1002/135430.jpg,https://www.youtube.com/watch?v=Le80O3zYr0U,7.21,391878,723653,2012,spring,3887,24,TV,Light novel,Accel World
210,란마 1/2,Ranma 1/2,らんま1/2,Studio Deen,"Action, Comedy, Fantasy, Ecchi","Magical Sex Shift, Martial Arts",Shounen,,https://myanimelist.net/anime/210/Ranma_½,R+ - Mild Nudity,"란마 1/2,ranma 1/2,らんま1/2",https://cdn.myanimelist.net/images/anime/13/6441t.jpg,https://cdn.myanimelist.net/images/anime/13/6441l.jpg,https://cdn.myanimelist.net/images/anime/13/6441.jpg,https://www.youtube.com/watch?v=bjnLpR_jdQo,7.76,123774,261968,1989,spring,4290,161,TV,Manga,Ranma ½
30014,모모쿠리,Momokuri,ももくり,Satelight,"Comedy, Romance",School,,,https://myanimelist.net/anime/30014/Momokuri,PG-13 - Teens 13 or older,"모모쿠리,momokuri,ももくり",https://cdn.myanimelist.net/images/anime/8/76056t.jpg,https://cdn.myanimelist.net/images/anime/8/76056l.jpg,https://cdn.myanimelist.net/images/anime/8/76056.jpg,https://www.youtube.com/watch?v=KnECjc7IoJU,7.04,40574,109095,,,323,26,ONA,Web manga,Momokuri
43439,섀도 하우스,SHADOWS HOUSE,シャドーハウス,CloverWorks,"Fantasy, Mystery",,Seinen,,https://myanimelist.net/anime/43439/Shadows_House,PG-13 - Teens 13 or older,"섀도 하우스,shadows house,シャドーハウス",https://cdn.myanimelist.net/images/anime/1424/113342t.jpg,https://cdn.myanimelist.net/images/anime/1424/113342l.jpg,https://cdn.myanimelist.net/images/anime/1424/113342.jpg,https://www.youtube.com/watch?v=c5bkocwVqu0,7.8,103818,258042,2021,spring,2050,13,TV,Manga,Shadows House
11617,하이스쿨 D×D ,High School D×D,ハイスクールD×D,TNK,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, Mythology, School",,,https://myanimelist.net/anime/11617/High_School_DxD,R+ - Mild Nudity,"하이스쿨 d×d ,high school d×d,ハイスクールd×d,하이스쿨 D×D ",https://cdn.myanimelist.net/images/anime/1331/111940t.jpg,https://cdn.myanimelist.net/images/anime/1331/111940l.jpg,https://cdn.myanimelist.net/images/anime/1331/111940.jpg,https://www.youtube.com/watch?v=f4E8al_wo8w,7.32,915766,1457548,2012,winter,22679,12,TV,Light novel,High School DxD
17549,논논비요리,Non Non Biyori,のんのんびより,SILVER LINK.,Slice of Life,"CGDCT, Iyashikei, School",Seinen,,https://myanimelist.net/anime/17549/Non_Non_Biyori,PG-13 - Teens 13 or older,"논논비요리,non non biyori,のんのんびより",https://cdn.myanimelist.net/images/anime/2/51581t.jpg,https://cdn.myanimelist.net/images/anime/2/51581l.jpg,https://cdn.myanimelist.net/images/anime/2/51581.jpg,https://www.youtube.com/watch?v=GtOCzzLNsOY,7.94,178499,434760,2013,fall,6374,12,TV,Manga,Non Non Biyori
36882,흔해빠진 직업으로 세계최강,Arifureta : From Commonplace to World's Strongest,ありふれた職業で世界最強,"asread., White Fox","Action, Adventure, Fantasy","Harem, Isekai",,,https://myanimelist.net/anime/36882/Arifureta_Shokugyou_de_Sekai_Saikyou,PG-13 - Teens 13 or older,"흔해빠진 직업으로 세계최강,arifureta  from commonplace to worlds strongest,ありふれた職業で世界最強",https://cdn.myanimelist.net/images/anime/1776/97682t.jpg,https://cdn.myanimelist.net/images/anime/1776/97682l.jpg,https://cdn.myanimelist.net/images/anime/1776/97682.jpg,https://www.youtube.com/watch?v=xoIaPNWLxy0,6.72,414317,732485,2019,summer,6599,13,TV,Light novel,Arifureta Shokugyou de Sekai Saikyou
929,성전사 단바인 ,Aura Battler Dunbine,聖戦士ダンバイン,Sunrise,"Action, Adventure, Drama, Fantasy, Sci-Fi","Isekai, Mecha",,,https://myanimelist.net/anime/929/Seisenshi_Dunbine,PG-13 - Teens 13 or older,"성전사 단바인 ,aura battler dunbine,聖戦士ダンバイン",https://cdn.myanimelist.net/images/anime/1562/94955t.jpg,https://cdn.myanimelist.net/images/anime/1562/94955l.jpg,https://cdn.myanimelist.net/images/anime/1562/94955.jpg,https://www.youtube.com/watch?v=Km1kVJ-zf3k,7.05,3040,14418,1983,winter,47,49,TV,Novel,Seisenshi Dunbine
36726,유라기장의 유우나 씨,Yuuna and the Haunted Hot Springs,ゆらぎ荘の幽奈さん,Xebec,"Comedy, Romance, Supernatural, Ecchi",Harem,Shounen,,https://myanimelist.net/anime/36726/Yuragi-sou_no_Yuuna-san,R+ - Mild Nudity,"유라기장의 유우나 씨,yuuna and the haunted hot springs,ゆらぎ荘の幽奈さん",https://cdn.myanimelist.net/images/anime/1462/98802t.jpg,https://cdn.myanimelist.net/images/anime/1462/98802l.jpg,https://cdn.myanimelist.net/images/anime/1462/98802.jpg,https://www.youtube.com/watch?v=OfzdwmG3Vks,6.99,130185,310753,2018,summer,820,12,TV,Manga,Yuragi-sou no Yuuna-san
2963,미나미家 세자매,Minami-ke,みなみけ,Daume,Comedy,"CGDCT, School",Seinen,"Japan Media Arts Festival(2008,4)",https://myanimelist.net/anime/2963/Minami-ke,PG-13 - Teens 13 or older,"미나미가 세자매,미나미家 세자매,minamike,みなみけ",https://cdn.myanimelist.net/images/anime/2/75279t.jpg,https://cdn.myanimelist.net/images/anime/2/75279l.jpg,https://cdn.myanimelist.net/images/anime/2/75279.jpg,https://www.youtube.com/watch?v=SPKY_xH15GU,7.64,72016,175573,2007,fall,1069,13,TV,Manga,Minami-ke
38659,이 용사가 ZZANG센 주제에 너무 신중하다,Cautious Hero: The Hero Is Overpowered but Overly Cautious,慎重勇者 ~この勇者が俺TUEEEくせに慎重すぎる~,White Fox,"Action, Adventure, Comedy, Fantasy","Isekai, Parody",,,https://myanimelist.net/anime/38659/Shinchou_Yuusha__Kono_Yuusha_ga_Ore_Tueee_Kuse_ni_Shinchou_Sugiru,R - 17+ (violence & profanity),"이 용사가 짱센 주제에 너무 신중하다,이 용사가 zzang센 주제에 너무 신중하다,cautious hero the hero is overpowered but overly cautious,慎重勇者 この勇者が俺tueeeくせに慎重すぎる,이 용사가 ZZANG센 주제에 너무 신중하다",https://cdn.myanimelist.net/images/anime/1715/103419t.jpg,https://cdn.myanimelist.net/images/anime/1715/103419l.jpg,https://cdn.myanimelist.net/images/anime/1715/103419.jpg,https://www.youtube.com/watch?v=-K4TaXrKHRc,7.48,370506,644294,2019,fall,2275,12,TV,Light novel,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru
48316,어둠의 실력자가 되고 싶어서!,𝚃𝚑𝚎 𝙴𝚖𝚒𝚗𝚎𝚗𝚌𝚎 𝚒𝚗 𝚂𝚑𝚊𝚍𝚘𝚠,陰の実力者になりたくて!,Nexus,"Action, Comedy, Fantasy","Isekai, Reincarnation",,"Kono Light Novel ga Sugoi!(2020,3),Kono Light Novel ga Sugoi!(2024,7)",https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute,R - 17+ (violence & profanity),"어둠의 실력자가 되고 싶어서!,𝚃𝚑𝚎 𝙴𝚖𝚒𝚗𝚎𝚗𝚌𝚎 𝚒𝚗 𝚂𝚑𝚊𝚍𝚘𝚠,陰の実力者になりたくて!",https://cdn.myanimelist.net/images/anime/1091/128729t.jpg,https://cdn.myanimelist.net/images/anime/1091/128729l.jpg,https://cdn.myanimelist.net/images/anime/1091/128729.jpg,https://www.youtube.com/watch?v=H-3fre7943U,8.28,370346,703696,2022,fall,15712,20,TV,Light novel,Kage no Jitsuryokusha ni Naritakute!
31580,아인,Ajin,亜人,Polygon Pictures,"Action, Horror, Mystery, Supernatural",Gore,Seinen,,https://myanimelist.net/anime/31580/Ajin,R - 17+ (violence & profanity),"아인,ajin,亜人",https://cdn.myanimelist.net/images/anime/13/77968t.jpg,https://cdn.myanimelist.net/images/anime/13/77968l.jpg,https://cdn.myanimelist.net/images/anime/13/77968.jpg,https://www.youtube.com/watch?v=V62kcgCXNJU,7.38,300525,598863,2016,winter,3215,13,TV,Manga,Ajin
33012,아일랜드,ISLAND,ISLAND,feel.,"Drama, Romance, Sci-Fi","Harem, Time Travel",,,https://myanimelist.net/anime/33012/Island,PG-13 - Teens 13 or older,"아일랜드,island,island",https://cdn.myanimelist.net/images/anime/1951/95080t.jpg,https://cdn.myanimelist.net/images/anime/1951/95080l.jpg,https://cdn.myanimelist.net/images/anime/1951/95080.jpg,https://www.youtube.com/watch?v=tnTHAey9fxc,6.31,55101,135049,2018,summer,378,12,TV,Visual novel,Island
37920,우에노 선배는 서툴러,"How clumsy you are, Miss Ueno",上野さんは不器用,Lesprit,Comedy,"Love Status Quo, School",Seinen,,https://myanimelist.net/anime/37920/Ueno-san_wa_Bukiyou,PG-13 - Teens 13 or older,"우에노 선배는 서툴러,how clumsy you are miss ueno,上野さんは不器用",https://cdn.myanimelist.net/images/anime/1874/111374t.jpg,https://cdn.myanimelist.net/images/anime/1874/111374l.jpg,https://cdn.myanimelist.net/images/anime/1874/111374.jpg,https://www.youtube.com/watch?v=RwcE1GIoHY0,6.56,54994,123541,2019,winter,203,12,TV,Manga,Ueno-san wa Bukiyou
14345,BTOOOM!,BTOOOM!,BTOOOM!,Madhouse,"Action, Sci-Fi, Suspense","Gore, High Stakes Game, Psychological, Survival",Seinen,,https://myanimelist.net/anime/14345/Btooom,R - 17+ (violence & profanity),"브툼,btooom!,btooom!,ブトゥーム!,BTOOOM!",https://cdn.myanimelist.net/images/anime/4/40977t.jpg,https://cdn.myanimelist.net/images/anime/4/40977l.jpg,https://cdn.myanimelist.net/images/anime/4/40977.jpg,https://www.youtube.com/watch?v=H92d6YZkVO8,7.27,498972,872055,2012,fall,3400,12,TV,Manga,Btooom!
36296,히나마츠리,Hinamatsuri,ヒナまつり,feel.,"Comedy, Supernatural","Childcare, Organized Crime",Seinen,,https://myanimelist.net/anime/36296/Hinamatsuri,PG-13 - Teens 13 or older,"히나마츠리,hinamatsuri,ヒナまつり",https://cdn.myanimelist.net/images/anime/1580/93526t.jpg,https://cdn.myanimelist.net/images/anime/1580/93526l.jpg,https://cdn.myanimelist.net/images/anime/1580/93526.jpg,https://www.youtube.com/watch?v=1oTxGJcx04Q,8.12,256843,524790,2018,spring,4548,12,TV,Manga,Hinamatsuri
3455,To LOVE 트러블,To Love Ru,To LOVEる -とらぶる-,Xebec,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Shounen,,https://myanimelist.net/anime/3455/To_LOVE-Ru,R+ - Mild Nudity,"투 러브 트러블,to love 트러블,to love ru,to loveる とらぶる,To LOVE 트러블",https://cdn.myanimelist.net/images/anime/13/22544t.jpg,https://cdn.myanimelist.net/images/anime/13/22544l.jpg,https://cdn.myanimelist.net/images/anime/13/22544.jpg,,6.97,327743,653240,2008,spring,4202,26,TV,Manga,To LOVE-Ru
30749,최약무패의 신장기룡,Undefeated Bahamut Chronicle,最弱無敗の神装機竜,Lerche,"Action, Fantasy, Romance, Ecchi","Harem, Mecha, School",,,https://myanimelist.net/anime/30749/Saijaku_Muhai_no_Bahamut,PG-13 - Teens 13 or older,"최약무패의 신장기룡,undefeated bahamut chronicle,最弱無敗の神装機竜",https://cdn.myanimelist.net/images/anime/12/76664t.jpg,https://cdn.myanimelist.net/images/anime/12/76664l.jpg,https://cdn.myanimelist.net/images/anime/12/76664.jpg,https://www.youtube.com/watch?v=LYTSjZL0rl4,6.52,203251,408567,2016,winter,1063,12,TV,Light novel,Saijaku Muhai no Bahamut
41812,여신 기숙사의 사감군,Mother of the Goddess' Dormitory,女神寮の寮母くん。,asread.,"Comedy, Romance, Ecchi",Harem,Shounen,,https://myanimelist.net/anime/41812/Megami-ryou_no_Ryoubo-kun,R+ - Mild Nudity,"여신 기숙사의 사감군,mother of the goddess dormitory,女神寮の寮母くん。",https://cdn.myanimelist.net/images/anime/1436/116410t.jpg,https://cdn.myanimelist.net/images/anime/1436/116410l.jpg,https://cdn.myanimelist.net/images/anime/1436/116410.jpg,https://www.youtube.com/watch?v=_acmEepkKZU,6.5,82293,206692,2021,summer,1268,10,TV,Manga,Megami-ryou no Ryoubo-kun.
43299,원더 에그 프라이어리티,WONDER EGG PRIORITY,ワンダーエッグ・プライオリティ,CloverWorks,"Drama, Fantasy, Suspense",Psychological,,,https://myanimelist.net/anime/43299/Wonder_Egg_Priority,R - 17+ (violence & profanity),"원더 에그 프라이어리티,wonder egg priority,ワンダーエッグ・プライオリティ",https://cdn.myanimelist.net/images/anime/1079/110751t.jpg,https://cdn.myanimelist.net/images/anime/1079/110751l.jpg,https://cdn.myanimelist.net/images/anime/1079/110751.jpg,https://www.youtube.com/watch?v=_TpTn3o-_Yk,7.57,348636,776321,2021,winter,9102,12,TV,Original,Wonder Egg Priority
6347,바보와 시험과 소환수,Baka & Test - Summon the Beasts,バカとテストと召喚獣,SILVER LINK.,"Comedy, Romance","Love Polygon, School",,"Kono Light Novel ga Sugoi!(2008,8),Kono Light Novel ga Sugoi!(2009,3),Kono Light Novel ga Sugoi!(2010,1),Kono Light Novel ga Sugoi!(2011,3),Kono Light Novel ga Sugoi!(2012,5),Kono Light Novel ga Sugoi!(2013,4)",https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu,PG-13 - Teens 13 or older,"바보와 시험과 소환수,baka  test  summon the beasts,バカとテストと召喚獣",https://cdn.myanimelist.net/images/anime/3/50389t.jpg,https://cdn.myanimelist.net/images/anime/3/50389l.jpg,https://cdn.myanimelist.net/images/anime/3/50389.jpg,https://www.youtube.com/watch?v=OiqsI1rNnGo,7.5,350817,644872,2010,winter,5670,13,TV,Light novel,Baka to Test to Shoukanjuu
28223,데스 퍼레이드,Death Parade,デス・パレード,Madhouse,"Drama, Fantasy, Suspense","Adult Cast, High Stakes Game, Psychological",,,https://myanimelist.net/anime/28223/Death_Parade,R - 17+ (violence & profanity),"데스 퍼레이드,death parade,デス・パレード",https://cdn.myanimelist.net/images/anime/5/71553t.jpg,https://cdn.myanimelist.net/images/anime/5/71553l.jpg,https://cdn.myanimelist.net/images/anime/5/71553.jpg,https://www.youtube.com/watch?v=O1X6czI74UQ,8.14,1028054,1807934,2015,winter,28611,12,TV,Original,Death Parade
48675,뻐꾸기 커플,A Couple of Cuckoos,カッコウの許嫁,"SynergySP, Shin-Ei Animation","Comedy, Romance",Harem,Shounen,,https://myanimelist.net/anime/48675/Kakkou_no_Iinazuke,PG-13 - Teens 13 or older,"뻐꾸기 커플,a couple of cuckoos,カッコウの許嫁",https://cdn.myanimelist.net/images/anime/1285/120529t.jpg,https://cdn.myanimelist.net/images/anime/1285/120529l.jpg,https://cdn.myanimelist.net/images/anime/1285/120529.jpg,https://www.youtube.com/watch?v=fRtIES1Qb0Y,6.88,110945,293708,2022,spring,2240,24,TV,Manga,Kakkou no Iinazuke
6594,칼 이야기,Katanagatari,刀語,White Fox,"Action, Adventure, Romance","Historical, Martial Arts",,,https://myanimelist.net/anime/6594/Katanagatari,R - 17+ (violence & profanity),"칼 이야기,katanagatari,刀語",https://cdn.myanimelist.net/images/anime/1112/119225t.jpg,https://cdn.myanimelist.net/images/anime/1112/119225l.jpg,https://cdn.myanimelist.net/images/anime/1112/119225.jpg,https://www.youtube.com/watch?v=im70BI_Y3Vo,8.3,217053,570863,2010,winter,10806,12,TV,Light novel,Katanagatari
34280,게이머즈!,Gamers!,ゲーマーズ!,PINE JAM,"Comedy, Romance","Love Polygon, Otaku Culture, School, Video Game",,"Kono Light Novel ga Sugoi!(2017,7),Kono Light Novel ga Sugoi!(2018,5)",https://myanimelist.net/anime/34280/Gamers,PG-13 - Teens 13 or older,"게이머즈!,gamers!,ゲーマーズ!",https://cdn.myanimelist.net/images/anime/4/86828t.jpg,https://cdn.myanimelist.net/images/anime/4/86828l.jpg,https://cdn.myanimelist.net/images/anime/4/86828.jpg,,6.74,379952,666810,2017,summer,2204,12,TV,Light novel,Gamers!
34914,NEW GAME!,NEW GAME!,NEW GAME!,Doga Kobo,Comedy,"Adult Cast, CGDCT, Otaku Culture, Workplace",,,https://myanimelist.net/anime/34914/New_Game,PG-13 - Teens 13 or older,"뉴 게임,new game!,new game!,new game!,NEW GAME!",https://cdn.myanimelist.net/images/anime/4/86790t.jpg,https://cdn.myanimelist.net/images/anime/4/86790l.jpg,https://cdn.myanimelist.net/images/anime/4/86790.jpg,https://www.youtube.com/watch?v=Jl4nGITlXyw,7.7,134709,262288,2017,summer,882,12,TV,4-koma manga,New Game!!
16417,타마코 마켓,Tamako Market,たまこまーけっと,Kyoto Animation,Slice of Life,Iyashikei,,,https://myanimelist.net/anime/16417/Tamako_Market,PG-13 - Teens 13 or older,"타마코 마켓,tamako market,たまこまーけっと",https://cdn.myanimelist.net/images/anime/1669/122434t.jpg,https://cdn.myanimelist.net/images/anime/1669/122434l.jpg,https://cdn.myanimelist.net/images/anime/1669/122434.jpg,https://www.youtube.com/watch?v=J3FKBptrP10,7.4,178160,435699,2013,winter,1616,12,TV,Original,Tamako Market
42625,평온세대의 위타천들,The Idaten Deities Know Only Peace,平穏世代の韋駄天達,MAPPA,"Action, Adventure, Fantasy",Mythology,Seinen,,https://myanimelist.net/anime/42625/Heion_Sedai_no_Idaten-tachi,R - 17+ (violence & profanity),"평온세대의 위타천들,the idaten deities know only peace,平穏世代の韋駄天達",https://cdn.myanimelist.net/images/anime/1293/115173t.jpg,https://cdn.myanimelist.net/images/anime/1293/115173l.jpg,https://cdn.myanimelist.net/images/anime/1293/115173.jpg,https://www.youtube.com/watch?v=11QPxZ60GIo,7.62,78747,196209,2021,summer,1604,11,TV,Manga,Heion Sedai no Idaten-tachi
48471,달과 라이카와 흡혈공주,Irina: The Vampire Cosmonaut,月とライカと吸血姫,Arvo Animation,Fantasy,"Historical, Military, Space, Vampire",,"Kono Light Novel ga Sugoi!(2018,4)",https://myanimelist.net/anime/48471/Tsuki_to_Laika_to_Nosferatu,PG-13 - Teens 13 or older,"달과 라이카와 흡혈공주,irina the vampire cosmonaut,月とライカと吸血姫",https://cdn.myanimelist.net/images/anime/1393/118374t.jpg,https://cdn.myanimelist.net/images/anime/1393/118374l.jpg,https://cdn.myanimelist.net/images/anime/1393/118374.jpg,https://www.youtube.com/watch?v=AqE9QwSYJNw,7.32,55148,158354,2021,fall,756,12,TV,Light novel,Tsuki to Laika to Nosferatu
30544,학전도시 애스터리스크,The Asterisk War,学戦都市アスタリスク,A-1 Pictures,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi","Harem, School",,,https://myanimelist.net/anime/30544/Gakusen_Toshi_Asterisk,PG-13 - Teens 13 or older,"학전도시 애스터리스크,the asterisk war,学戦都市アスタリスク",https://cdn.myanimelist.net/images/anime/5/76034t.jpg,https://cdn.myanimelist.net/images/anime/5/76034l.jpg,https://cdn.myanimelist.net/images/anime/5/76034.jpg,https://www.youtube.com/watch?v=qevN31yJemQ,6.81,381886,675346,2015,fall,2245,12,TV,Light novel,Gakusen Toshi Asterisk
30015,리라이프,ReLIFE,ReLIFE,TMS Entertainment,"Drama, Romance",School,,,https://myanimelist.net/anime/30015/ReLIFE,PG-13 - Teens 13 or older,"리라이프,relife,relife",https://cdn.myanimelist.net/images/anime/3/82149t.jpg,https://cdn.myanimelist.net/images/anime/3/82149l.jpg,https://cdn.myanimelist.net/images/anime/3/82149.jpg,https://www.youtube.com/watch?v=fZCgXuxMAZY,7.96,592410,1063093,2016,summer,10207,13,TV,Web manga,ReLIFE
38483,나를 좋아하는 건 너뿐이냐,ORESUKI Are you the only one who loves me?,俺を好きなのはお前だけかよ,Connect,"Comedy, Romance","Harem, School",,,https://myanimelist.net/anime/38483/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo,PG-13 - Teens 13 or older,"나를 좋아하는 건 너뿐이냐,oresuki are you the only one who loves me?,俺を好きなのはお前だけかよ",https://cdn.myanimelist.net/images/anime/1348/102797t.jpg,https://cdn.myanimelist.net/images/anime/1348/102797l.jpg,https://cdn.myanimelist.net/images/anime/1348/102797.jpg,https://www.youtube.com/watch?v=Pt3MqwiSyKY,7.3,249193,470300,2019,fall,2281,12,TV,Light novel,Ore wo Suki nano wa Omae dake ka yo
28999,샤를로트,Charlotte,シャーロット,P.A. Works,Drama,"School, Super Power",,,https://myanimelist.net/anime/28999/Charlotte,PG-13 - Teens 13 or older,"샤를로트,charlotte,シャーロット",https://cdn.myanimelist.net/images/anime/12/74683t.jpg,https://cdn.myanimelist.net/images/anime/12/74683l.jpg,https://cdn.myanimelist.net/images/anime/12/74683.jpg,https://www.youtube.com/watch?v=6AgEzww-a0w,7.75,1002438,1649550,2015,summer,23548,13,TV,Original,Charlotte
41456,"전투원, 파견합니다!",Combatants Will Be Dispatched!,戦闘員、派遣します！,J.C.Staff,"Action, Comedy, Fantasy, Sci-Fi",Isekai,,,https://myanimelist.net/anime/41456/Sentouin_Hakenshimasu,PG-13 - Teens 13 or older,"전투원 파견합니다!,combatants will be dispatched!,戦闘員、派遣します！,전투원, 파견합니다!,전투원, 파견합니다!,전투원, 파견합니다!,전투원, 파견합니다!,전투원, 파견합니다!",https://cdn.myanimelist.net/images/anime/1444/115118t.jpg,https://cdn.myanimelist.net/images/anime/1444/115118l.jpg,https://cdn.myanimelist.net/images/anime/1444/115118.jpg,https://www.youtube.com/watch?v=3DHctZTqsFo,7.14,182317,389442,2021,spring,2052,12,TV,Light novel,"Sentouin, Hakenshimasu!"
43969,그녀도 여친,"Girlfriend, Girlfriend",カノジョも彼女,Tezuka Productions,"Comedy, Romance","Harem, School",Shounen,,https://myanimelist.net/anime/43969/Kanojo_mo_Kanojo,PG-13 - Teens 13 or older,"그녀도 여친,girlfriend girlfriend,カノジョも彼女",https://cdn.myanimelist.net/images/anime/1713/117119t.jpg,https://cdn.myanimelist.net/images/anime/1713/117119l.jpg,https://cdn.myanimelist.net/images/anime/1713/117119.jpg,https://www.youtube.com/watch?v=nPn4JX9WURw,6.53,188802,387997,2021,summer,2477,12,TV,Manga,Kanojo mo Kanojo
37497,물드는 세계의 내일로부터,Iroduku : The World in Colors,色づく世界の明日から,P.A. Works,"Drama, Fantasy, Romance","Love Polygon, School, Time Travel, Visual Arts",,,https://myanimelist.net/anime/37497/Irozuku_Sekai_no_Ashita_kara,PG-13 - Teens 13 or older,"물드는 세계의 내일로부터,iroduku  the world in colors,色づく世界の明日から",https://cdn.myanimelist.net/images/anime/1424/93855t.jpg,https://cdn.myanimelist.net/images/anime/1424/93855l.jpg,https://cdn.myanimelist.net/images/anime/1424/93855.jpg,https://www.youtube.com/watch?v=uXBvcLemyG4,7.52,134223,343386,2018,fall,2241,13,TV,Original,Irozuku Sekai no Ashita kara
42897,호리미야,Horimiya,ホリミヤ,CloverWorks,Romance,School,Shounen,,https://myanimelist.net/anime/42897/Horimiya,PG-13 - Teens 13 or older,"호리미야,horimiya,ホリミヤ",https://cdn.myanimelist.net/images/anime/1695/111486t.jpg,https://cdn.myanimelist.net/images/anime/1695/111486l.jpg,https://cdn.myanimelist.net/images/anime/1695/111486.jpg,https://www.youtube.com/watch?v=42LiC4xY8YE,8.2,871755,1443568,2021,winter,36668,13,TV,Manga,Horimiya
1195,제로의 사역마,The Familiar of Zero,ゼロの使い魔,J.C.Staff,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi","Harem, Isekai, School",,The Asahi Shimbun Top 104,https://myanimelist.net/anime/1195/Zero_no_Tsukaima,PG-13 - Teens 13 or older,"제로의 사역마,the familiar of zero,ゼロの使い魔",https://cdn.myanimelist.net/images/anime/8/20680t.jpg,https://cdn.myanimelist.net/images/anime/8/20680l.jpg,https://cdn.myanimelist.net/images/anime/8/20680.jpg,https://www.youtube.com/watch?v=CwMjXE8CevM,7.21,469909,833501,2006,summer,7985,13,TV,Light novel,Zero no Tsukaima
42940,한마 바키,Baki Hanma,範馬刃牙,TMS Entertainment,Sports,"Combat Sports, Gore",Shounen,,https://myanimelist.net/anime/42940/Hanma_Baki__Son_of_Ogre,R - 17+ (violence & profanity),"한마 바키,baki hanma,範馬刃牙",https://cdn.myanimelist.net/images/anime/1628/119353t.jpg,https://cdn.myanimelist.net/images/anime/1628/119353l.jpg,https://cdn.myanimelist.net/images/anime/1628/119353.jpg,https://www.youtube.com/watch?v=TYfsR0Do1rQ,7.66,102887,171587,,,690,12,ONA,Manga,Hanma Baki: Son of Ogre
